Data Before Cube Root Transformation,Data After Cube Root Transformation
0.4692680899768591,0.7770942124066257
3.010121430917521,1.443869708479482
1.3167456935454493,1.096059091804768
0.9129425537759532,0.9700954856141816
0.16962487046234628,0.553558057077016
0.16959629191460518,0.5535269673477581
0.059838768608680676,0.39113578312436803
2.0112308644799395,1.2622749830215771
0.9190821536272645,0.9722652812345194
1.2312500617045903,1.0718041190724072
0.020799307999138622,0.27501072354497846
3.503557475158312,1.5188087207904033
1.786429543354675,1.2133757119214392
0.238687625248947,0.6203116931276607
0.20067898874966336,0.5854645918527026
0.20261142283225705,0.5873378315233687
0.3627537294604771,0.7131878930062314
0.7439278308608545,0.9061016795718513
0.5655370667803367,0.8269648017589688
0.3442229925539415,0.7008309808631399
0.9463708738997987,0.9817941843597962
0.15023452872733867,0.5316060559082475
0.34551551200240227,0.7017070663058503
0.45627721822084705,0.7698561704823825
0.608934687859775,0.8475986144144262
1.537936011030912,1.1542842115888212
0.2227358621286903,0.6061731780113631
0.7220291550331277,0.8971221470643257
0.8975047213097606,0.9645962753395041
0.047563849756408545,0.36232002101743344
0.9353330206496101,0.9779622452187635
0.18696125197741642,0.5718084064760571
0.06726393087930424,0.4066874286737306
2.973687793506931,1.4380206526970207
3.3706303424611725,1.4993523637460124
1.6523315728128767,1.1822220823899952
0.3632878599687583,0.7135377617706213
0.10277731500250624,0.4684167565729779
1.1527507630986618,1.048524234612168
0.5800908425853983,0.8339986287136686
0.13015223395444864,0.5067773648538825
0.6835472281341501,0.8808923576041823
0.034993721443479085,0.32708707025419725
2.400422887393024,1.3389445329780343
0.2994577768406861,0.6690293934656664
1.0862557985649803,1.0279627304101524
0.37354658165762367,0.7201919380630641
0.7341108959092286,0.9020983532251454
0.7912237979817975,0.9249106504324238
0.20438859950790575,0.5890500844816156
3.4928071327362264,1.5172536877997387
1.4922453771381408,1.142738205151082
2.8050944192915823,1.4103140355289217
2.2521519975341966,1.3107883290980722
0.911054412383275,0.9694262424653072
2.549435379269405,1.3660963661902474
0.09265545895311562,0.45250530026959607
0.21813469463126745,0.6019700932439878
0.046281965686831954,0.3590353952806442
0.3935320868030868,0.7328133674891861
0.4921302917942186,0.7895143582487893
0.3165604432088257,0.6815308957552301
1.764557865240934,1.2084034826675965
0.44122699952987016,0.7612968391410717
0.3298028401342492,0.6909046735524497
0.782407083207746,0.9214623416735435
0.15189814782062885,0.533561100248194
1.6204835957747312,1.1745771457516687
0.07747586881130901,0.4263066935803525
4.33414633958732,1.630426367892251
1.4794837762415114,1.1394713297747825
0.22153944050588595,0.6050858794882932
0.005537420375935475,0.17691683641373768
1.689896777486126,1.191114173755417
1.2270959073870447,1.0705973627130123
1.305662908787999,1.0929753204472163
1.4752145260435134,1.1383742410396094
0.07692926551379635,0.42530177508531775
0.4438926724162325,0.7628268869373929
0.12315010460444965,0.497521204256972
1.9885295716582227,1.2575077914602155
0.9763011917123741,0.9920371586953542
0.401818801251301,0.7379213648802754
0.06566806580478289,0.40344537535923286
0.3724883504103537,0.7195112104360979
0.39331421318413134,0.7326781051819402
1.3078757839577408,1.0935924406435094
1.01488935892602,1.0049386888419232
2.1822519124015147,1.2970845736310128
0.6390661333763098,0.8613545147551808
0.1273723936155019,0.5031433882947607
1.2491263443165994,1.076966321976606
1.430392753076864,1.1267263051838399
0.8238874948858288,0.9374669598589522
1.4738899667213645,1.1380334328165214
0.6808147315102779,0.8797169938398672
0.739678838777267,0.9043732986150597
0.5578141939084273,0.8231832413296498
0.02574777399011373,0.29528851975664483
0.11416743519186584,0.48511802872559834
