Data Before Log Transformation,Data After Log Transformation
0.4692680899768591,0.16710104655591926
3.010121430917521,0.603157523737125
1.3167456935454493,0.3648783644108863
0.9129425537759532,0.28170192823288265
0.16962487046234628,0.0680465943861204
0.16959629191460518,0.06803598272974097
0.059838768608680676,0.025239801840767
2.0112308644799395,0.47874405319662783
0.9190821536272645,0.28309356676428526
1.2312500617045903,0.34854824546655977
0.020799307999138622,0.008940366968527718
3.503557475158312,0.6535557096544007
1.786429543354675,0.44504806611853104
0.238687625248947,0.09296179892241631
0.20067898874966336,0.07942691077539393
0.20261142283225705,0.08012532461297012
0.3627537294604771,0.13441737923900374
0.7439278308608545,0.2415285085166093
0.5655370667803367,0.19466335474283375
0.3442229925539415,0.12847131961252214
0.9463708738997987,0.28922559705344414
0.15023452872733867,0.060786400481904534
0.34551551200240227,0.12888870896578106
0.45627721822084705,0.1632440555289983
0.608934687859775,0.20653841496428552
1.537936011030912,0.4044806680319287
0.2227358621286903,0.08733264999669975
0.7220291550331277,0.23604050005771712
0.8975047213097606,0.27818286516631924
0.047563849756408545,0.020180503000426182
0.9353330206496101,0.2867557066088413
0.18696125197741642,0.07443654176245702
0.06726393087930424,0.028271832311331308
2.973687793506931,0.5991937422696328
3.3706303424611725,0.6405440764466027
1.6523315728128767,0.423627815072758
0.3632878599687583,0.1345875673507558
0.10277731500250624,0.04248782374624586
1.1527507630986618,0.3329937518501375
0.5800908425853983,0.19868205613128267
0.13015223395444864,0.053136947831473845
0.6835472281341501,0.22622530405072186
0.034993721443479085,0.014937715251176218
2.400422887393024,0.5315329306424487
0.2994577768406861,0.113762172576538
1.0862557985649803,0.31936755677239564
0.37354658165762367,0.1378433924160806
0.7341108959092286,0.23907686703953068
0.7912237979817975,0.2531498505930361
0.20438859950790575,0.08076663591890104
3.4928071327362264,0.6525177755958695
1.4922453771381408,0.3965907990990366
2.8050944192915823,0.5803654377868961
2.2521519975341966,0.5121708352454405
0.911054412383275,0.2812730526549
2.549435379269405,0.5501592738522891
0.09265545895311562,0.038483239841437714
0.21813469463126745,0.08569531284598347
0.046281965686831954,0.01964873963628117
0.3935320868030868,0.14411697302140022
0.4921302917942186,0.17380674708887014
0.3165604432088257,0.11944080233269147
1.764557865240934,0.44162568463171825
0.44122699952987016,0.1587323894739853
0.3298028401342492,0.12378725616336037
0.782407083207746,0.2510068993643294
0.15189814782062885,0.061414079959574396
1.6204835957747312,0.41838144536400307
0.07747586881130901,0.03240755246669491
4.33414633958732,0.7270649261651541
1.4794837762415114,0.39436127096072876
0.22153944050588595,0.08690749383712104
0.005537420375935475,0.002398237200669593
1.689896777486126,0.4297356146387242
1.2270959073870447,0.34773891984144956
1.305662908787999,0.3627958131258688
1.4752145260435134,0.3936128450632878
0.07692926551379635,0.03218717905854493
0.4438926724162325,0.1595349124097151
0.12315010460444965,0.05043780189374581
1.9885295716582227,0.4754575575578371
0.9763011917123741,0.29585313252420564
0.401818801251301,0.1466918804620041
0.06566806580478289,0.027621951746799715
0.3724883504103537,0.13750866687515578
0.39331421318413134,0.14404906736714304
1.3078757839577408,0.36321243022309624
1.01488935892602,0.30425120326762256
2.1822519124015147,0.5027345561513792
0.6390661333763098,0.21459647692679285
0.1273723936155019,0.0520673958848745
1.2491263443165994,0.35201385254470974
1.430392753076864,0.3856764615452825
0.8238874948858288,0.26099804569349594
1.4738899667213645,0.39338037924279906
0.6808147315102779,0.22551984579103448
0.739678838777267,0.24046908079951138
0.5578141939084273,0.19251565656347272
0.02574777399011373,0.011040583162850578
0.11416743519186584,0.04695046078007808
